Retailer,Retailer ID,Invoice Date,Month,Region,State,City,Product,Sales Method,Price per Unit,Units Sold,Total Sales,Operational Margin,Profit
Foot Locker,1185732,18-11-2021,November,Midwest,Missouri,St. Louis,Men Street Footwear,In-store,35.00,500,17500,4%,700.00
Foot Locker,1185732,18-11-2021,November,Midwest,Missouri,St. Louis,Men Athletic Footwear,In-store,25.00,350,8750,4%,306.25
Foot Locker,1185732,18-11-2021,November,Midwest,Missouri,St. Louis, Women Street Footwear,In-store,25.00,295,7375,4%,258.13
Foot Locker,1185732,18-11-2021,November,Midwest,Missouri,St. Louis, Women Athletic Footwear,In-store,25.00,325,8125,4%,325.00
Foot Locker,1185732,18-11-2021,November,Midwest,Missouri,St. Louis,Men Apparel,In-store,45.00,300,13500,4%,472.50
Foot Locker,1185732,18-11-2021,November,Midwest,Missouri,St. Louis, Women Apparel,In-store,50.00,400,20000,5%,1000.00
Foot Locker,1185732,17-12-2021,December,Midwest,Missouri,St. Louis,Men Street Footwear,In-store,45.00,650,29250,4%,1170.00
Foot Locker,1185732,17-12-2021,December,Midwest,Missouri,St. Louis,Men Athletic Footwear,In-store,35.00,450,15750,4%,551.25
West Gear,1185732,17-12-2021,December,Midwest,Missouri,St. Louis, Women Street Footwear,In-store,35.00,400,14000,4%,490.00
West Gear,1185732,17-12-2021,December,Midwest,Missouri,St. Louis, Women Athletic Footwear,In-store,35.00,350,12250,4%,490.00
West Gear,1185732,17-12-2021,December,Midwest,Missouri,St. Louis,Men Apparel,In-store,45.00,350,15750,4%,551.25
West Gear,1185732,17-12-2021,December,Midwest,Missouri,St. Louis, Women Apparel,In-store,50.00,450,22500,5%,1125.00
West Gear,1185732,11-01-2021,January,Midwest,Missouri,St. Louis,Men Street Footwear,In-store,25.00,675,16875,4%,675.00
West Gear,1185732,11-01-2021,January,Midwest,Missouri,St. Louis,Men Athletic Footwear,In-store,25.00,475,11875,4%,415.63
West Gear,1185732,11-01-2021,January,Midwest,Missouri,St. Louis, Women Street Footwear,In-store,15.00,475,7125,4%,249.38
West Gear,1185732,11-01-2021,January,Midwest,Missouri,St. Louis, Women Athletic Footwear,In-store,20.00,325,6500,4%,260.00
West Gear,1185732,11-01-2021,January,Midwest,Missouri,St. Louis,Men Apparel,In-store,35.00,375,13125,4%,459.38
West Gear,1185732,11-01-2021,January,Midwest,Missouri,St. Louis, Women Apparel,In-store,25.00,475,11875,5%,593.75
West Gear,1185732,11-02-2021,February,Midwest,Missouri,St. Louis,Men Street Footwear,In-store,25.00,725,18125,4%,725.00
West Gear,1185732,11-02-2021,February,Midwest,Missouri,St. Louis,Men Athletic Footwear,In-store,25.00,375,9375,4%,328.13
West Gear,1185732,11-02-2021,February,Midwest,Missouri,St. Louis, Women Street Footwear,In-store,15.00,425,6375,4%,223.13
West Gear,1185732,11-02-2021,February,West,Utah,Salt Lake City, Women Athletic Footwear,In-store,20.00,300,6000,4%,240.00
West Gear,1185732,11-02-2021,February,West,Utah,Salt Lake City,Men Apparel,In-store,35.00,375,13125,4%,459.38
West Gear,1185732,11-02-2021,February,West,Utah,Salt Lake City, Women Apparel,In-store,25.00,450,11250,5%,562.50
West Gear,1185732,10-03-2021,March,West,Utah,Salt Lake City,Men Street Footwear,In-store,30.00,670,20100,4%,804.00
West Gear,1185732,10-03-2021,March,West,Utah,Salt Lake City,Men Athletic Footwear,In-store,30.00,350,10500,4%,367.50
West Gear,1185732,10-03-2021,March,West,Utah,Salt Lake City, Women Street Footwear,In-store,20.00,400,8000,4%,280.00
West Gear,1185732,10-03-2021,March,West,Utah,Salt Lake City, Women Athletic Footwear,In-store,25.00,250,6250,4%,250.00
West Gear,1185732,10-03-2021,March,West,Utah,Salt Lake City,Men Apparel,In-store,40.00,300,12000,4%,420.00
West Gear,1185732,10-03-2021,March,West,Utah,Salt Lake City, Women Apparel,In-store,30.00,400,12000,5%,600.00
West Gear,1185732,11-04-2021,April,West,Utah,Salt Lake City,Men Street Footwear,In-store,30.00,625,18750,4%,750.00
West Gear,1185732,11-04-2021,April,West,Utah,Salt Lake City,Men Athletic Footwear,In-store,25.00,325,8125,4%,284.38
West Gear,1185732,11-04-2021,April,West,Utah,Salt Lake City, Women Street Footwear,In-store,15.00,325,4875,4%,170.63
West Gear,1185732,11-04-2021,April,West,Utah,Salt Lake City, Women Athletic Footwear,In-store,20.00,250,5000,4%,200.00
West Gear,1185732,11-04-2021,April,West,Utah,Salt Lake City,Men Apparel,In-store,35.00,275,9625,4%,336.88
West Gear,1185732,11-04-2021,April,West,Utah,Salt Lake City, Women Apparel,In-store,25.00,400,10000,5%,500.00
West Gear,1185732,12-05-2021,May,West,Utah,Salt Lake City,Men Street Footwear,In-store,35.00,670,23450,4%,938.00
West Gear,1185732,12-05-2021,May,West,Utah,Salt Lake City,Men Athletic Footwear,In-store,30.00,375,11250,4%,393.75
West Gear,1185732,12-05-2021,May,West,Utah,Salt Lake City, Women Street Footwear,In-store,25.00,350,8750,4%,306.25
West Gear,1185732,12-05-2021,May,West,Utah,Salt Lake City, Women Athletic Footwear,In-store,25.00,275,6875,4%,275.00
West Gear,1185732,12-05-2021,May,West,Utah,Salt Lake City,Men Apparel,In-store,40.00,300,12000,4%,420.00
West Gear,1185732,12-05-2021,May,West,Utah,Salt Lake City, Women Apparel,In-store,45.00,400,18000,5%,900.00
West Gear,1185732,11-06-2021,June,West,Utah,Salt Lake City,Men Street Footwear,In-store,30.00,650,19500,4%,780.00
West Gear,1185732,11-06-2021,June,West,Utah,Salt Lake City,Men Athletic Footwear,In-store,25.00,400,10000,4%,350.00
West Gear,1185732,11-06-2021,June,West,Utah,Salt Lake City, Women Street Footwear,In-store,20.00,425,8500,4%,297.50
West Gear,1185732,11-06-2021,June,West,Utah,Salt Lake City, Women Athletic Footwear,In-store,20.00,400,8000,4%,320.00
West Gear,1185732,11-06-2021,June,West,Utah,Salt Lake City,Men Apparel,In-store,35.00,400,14000,4%,490.00
West Gear,1185732,11-06-2021,June,West,Utah,Salt Lake City, Women Apparel,In-store,40.00,575,23000,5%,1150.00
West Gear,1185732,10-07-2021,July,West,Utah,Salt Lake City,Men Street Footwear,In-store,35.00,800,28000,4%,1120.00
West Gear,1185732,10-07-2021,July,West,Utah,Salt Lake City,Men Athletic Footwear,In-store,30.00,550,16500,4%,577.50
West Gear,1185732,10-07-2021,July,West,Utah,Salt Lake City, Women Street Footwear,In-store,25.00,475,11875,4%,415.63
West Gear,1185732,10-07-2021,July,West,Utah,Salt Lake City, Women Athletic Footwear,In-store,25.00,425,10625,4%,425.00
West Gear,1185732,10-07-2021,July,West,Utah,Salt Lake City,Men Apparel,In-store,35.00,425,14875,4%,520.63
West Gear,1185732,10-07-2021,July,West,Utah,Salt Lake City, Women Apparel,In-store,40.00,600,24000,5%,1200.00
West Gear,1185732,11-08-2021,August,West,Utah,Salt Lake City,Men Street Footwear,In-store,35.00,750,26250,4%,1050.00
West Gear,1185732,11-08-2021,August,West,Utah,Salt Lake City,Men Athletic Footwear,In-store,35.00,525,18375,4%,643.13
West Gear,1185732,11-08-2021,August,West,Utah,Salt Lake City, Women Street Footwear,In-store,30.00,450,13500,4%,472.50
West Gear,1185732,11-08-2021,August,West,Utah,Salt Lake City, Women Athletic Footwear,In-store,20.00,375,7500,4%,300.00
West Gear,1185732,11-08-2021,August,West,Utah,Salt Lake City,Men Apparel,In-store,30.00,350,10500,4%,367.50
West Gear,1185732,11-08-2021,August,West,Utah,Salt Lake City, Women Apparel,In-store,35.00,525,18375,5%,918.75
West Gear,1185732,12-09-2021,September,West,Utah,Salt Lake City,Men Street Footwear,In-store,30.00,650,19500,4%,780.00
West Gear,1185732,12-09-2021,September,West,Utah,Salt Lake City,Men Athletic Footwear,In-store,25.00,450,11250,4%,393.75
West Gear,1185732,12-09-2021,September,West,Utah,Salt Lake City, Women Street Footwear,In-store,10.00,350,3500,4%,122.50
West Gear,1185732,12-09-2021,September,West,Utah,Salt Lake City, Women Athletic Footwear,In-store,10.00,325,3250,4%,130.00
West Gear,1185732,12-09-2021,September,West,Utah,Salt Lake City,Men Apparel,In-store,20.00,325,6500,4%,227.50
West Gear,1185732,12-09-2021,September,West,Utah,Salt Lake City, Women Apparel,In-store,25.00,400,10000,5%,500.00
West Gear,1185732,11-10-2021,October,West,Utah,Salt Lake City,Men Street Footwear,In-store,30.00,575,17250,4%,690.00
West Gear,1185732,11-10-2021,October,West,Utah,Salt Lake City,Men Athletic Footwear,In-store,20.00,400,8000,4%,280.00
West Gear,1185732,11-10-2021,October,West,Utah,Salt Lake City, Women Street Footwear,In-store,20.00,300,6000,4%,210.00
West Gear,1185732,11-10-2021,October,West,Utah,Salt Lake City, Women Athletic Footwear,In-store,20.00,275,5500,4%,220.00
West Gear,1185732,11-10-2021,October,West,Utah,Salt Lake City,Men Apparel,In-store,30.00,275,8250,4%,288.75
West Gear,1185732,11-10-2021,October,West,Utah,Salt Lake City, Women Apparel,In-store,35.00,400,14000,5%,700.00
West Gear,1185732,11-11-2021,November,West,Utah,Salt Lake City,Men Street Footwear,In-store,30.00,550,16500,4%,660.00
West Gear,1185732,11-11-2021,November,West,Utah,Salt Lake City,Men Athletic Footwear,In-store,20.00,400,8000,4%,280.00
West Gear,1185732,11-11-2021,November,West,Utah,Salt Lake City, Women Street Footwear,In-store,20.00,345,6900,4%,241.50
West Gear,1185732,11-11-2021,November,West,Utah,Salt Lake City, Women Athletic Footwear,In-store,20.00,375,7500,4%,300.00
West Gear,1185732,11-11-2021,November,West,Utah,Salt Lake City,Men Apparel,In-store,40.00,350,14000,4%,490.00
West Gear,1185732,11-11-2021,November,West,Utah,Salt Lake City, Women Apparel,In-store,45.00,450,20250,5%,1012.50
West Gear,1185732,10-12-2021,December,West,Utah,Salt Lake City,Men Street Footwear,In-store,40.00,700,28000,4%,1120.00
West Gear,1185732,10-12-2021,December,West,Utah,Salt Lake City,Men Athletic Footwear,In-store,30.00,500,15000,4%,525.00
West Gear,1185732,10-12-2021,December,West,Utah,Salt Lake City, Women Street Footwear,In-store,30.00,450,13500,4%,472.50
West Gear,1185732,10-12-2021,December,West,Utah,Salt Lake City, Women Athletic Footwear,In-store,30.00,400,12000,4%,480.00
West Gear,1185732,10-12-2021,December,West,Utah,Salt Lake City,Men Apparel,In-store,40.00,400,16000,4%,560.00
West Gear,1185732,10-12-2021,December,West,Utah,Salt Lake City, Women Apparel,In-store,45.00,500,22500,5%,1125.00
West Gear,1128299,24-01-2021,January,West,Utah,Salt Lake City,Men Street Footwear,In-store,30.00,350,10500,4%,367.50
West Gear,1128299,24-01-2021,January,West,Utah,Salt Lake City,Men Athletic Footwear,In-store,40.00,350,14000,4%,490.00
West Gear,1128299,24-01-2021,January,West,Utah,Salt Lake City, Women Street Footwear,In-store,40.00,350,14000,4%,490.00
West Gear,1128299,24-01-2021,January,West,Utah,Salt Lake City, Women Athletic Footwear,In-store,40.00,200,8000,4%,280.00
West Gear,1128299,24-01-2021,January,West,Utah,Salt Lake City,Men Apparel,In-store,45.00,150,6750,4%,270.00
West Gear,1128299,24-01-2021,January,West,Utah,Salt Lake City, Women Apparel,In-store,40.00,400,16000,3%,480.00
West Gear,1128299,24-02-2021,February,West,Utah,Salt Lake City,Men Street Footwear,In-store,30.00,450,13500,4%,472.50
West Gear,1128299,24-02-2021,February,West,Utah,Salt Lake City,Men Athletic Footwear,In-store,40.00,350,14000,4%,490.00
West Gear,1128299,24-02-2021,February,West,Utah,Salt Lake City, Women Street Footwear,In-store,40.00,350,14000,4%,490.00
West Gear,1128299,24-02-2021,February,West,Oregon,Portland, Women Athletic Footwear,In-store,40.00,200,8000,4%,280.00
West Gear,1128299,24-02-2021,February,West,Oregon,Portland,Men Apparel,In-store,45.00,125,5625,4%,225.00
West Gear,1128299,24-02-2021,February,West,Oregon,Portland, Women Apparel,In-store,40.00,325,13000,3%,390.00
West Gear,1128299,23-03-2021,March,West,Oregon,Portland,Men Street Footwear,In-store,40.00,475,19000,4%,665.00
West Gear,1128299,23-03-2021,March,West,Oregon,Portland,Men Athletic Footwear,In-store,50.00,325,16250,4%,568.75
West Gear,1128299,23-03-2021,March,West,Oregon,Portland, Women Street Footwear,In-store,55.00,350,19250,4%,673.75
West Gear,1128299,23-03-2021,March,West,Oregon,Portland, Women Athletic Footwear,In-store,50.00,250,12500,4%,437.50
West Gear,1128299,23-03-2021,March,West,Oregon,Portland,Men Apparel,In-store,55.00,100,5500,4%,220.00
West Gear,1128299,23-03-2021,March,West,Oregon,Portland, Women Apparel,In-store,50.00,300,15000,3%,450.00
West Gear,1128299,24-04-2021,April,West,Oregon,Portland,Men Street Footwear,In-store,55.00,475,26125,4%,914.38
West Gear,1128299,24-04-2021,April,West,Oregon,Portland,Men Athletic Footwear,In-store,60.00,275,16500,4%,577.50
West Gear,1128299,24-04-2021,April,West,Oregon,Portland, Women Street Footwear,In-store,60.00,325,19500,4%,682.50
West Gear,1128299,24-04-2021,April,West,Oregon,Portland, Women Athletic Footwear,In-store,45.00,225,10125,4%,354.38
West Gear,1128299,24-04-2021,April,West,Oregon,Portland,Men Apparel,In-store,50.00,125,6250,4%,250.00
West Gear,1128299,24-04-2021,April,West,Oregon,Portland, Women Apparel,In-store,65.00,300,19500,3%,585.00
West Gear,1128299,25-05-2021,May,West,Oregon,Portland,Men Street Footwear,In-store,50.00,500,25000,4%,875.00
West Gear,1128299,25-05-2021,May,West,Oregon,Portland,Men Athletic Footwear,In-store,55.00,350,19250,4%,673.75
West Gear,1128299,25-05-2021,May,West,Oregon,Portland, Women Street Footwear,In-store,55.00,350,19250,4%,673.75
West Gear,1128299,25-05-2021,May,West,Oregon,Portland, Women Athletic Footwear,In-store,50.00,275,13750,4%,481.25
West Gear,1128299,25-05-2021,May,West,Oregon,Portland,Men Apparel,In-store,45.00,175,7875,4%,315.00
West Gear,1128299,25-05-2021,May,West,Oregon,Portland, Women Apparel,In-store,60.00,525,31500,3%,945.00
West Gear,1128299,24-06-2021,June,West,Oregon,Portland,Men Street Footwear,In-store,55.00,775,42625,4%,1491.88
West Gear,1128299,24-06-2021,June,West,Oregon,Portland,Men Athletic Footwear,In-store,65.00,650,42250,4%,1478.75
West Gear,1128299,24-06-2021,June,West,Oregon,Portland, Women Street Footwear,In-store,80.00,650,52000,4%,1820.00
West Gear,1128299,24-06-2021,June,West,Oregon,Portland, Women Athletic Footwear,In-store,80.00,525,42000,4%,1470.00
West Gear,1128299,24-06-2021,June,West,Oregon,Portland,Men Apparel,In-store,90.00,400,36000,4%,1440.00
West Gear,1128299,24-06-2021,June,West,Oregon,Portland, Women Apparel,In-store,105.00,700,73500,3%,2205.00
West Gear,1128299,23-07-2021,July,West,Oregon,Portland,Men Street Footwear,In-store,85.00,850,72250,4%,2528.75
West Gear,1128299,23-07-2021,July,West,Oregon,Portland,Men Athletic Footwear,In-store,90.00,700,63000,4%,2205.00
West Gear,1128299,23-07-2021,July,West,Oregon,Portland, Women Street Footwear,In-store,90.00,650,58500,4%,2047.50
West Gear,1128299,23-07-2021,July,West,Oregon,Portland, Women Athletic Footwear,In-store,85.00,550,46750,4%,1636.25
West Gear,1128299,23-07-2021,July,West,Oregon,Portland,Men Apparel,In-store,90.00,600,54000,4%,2160.00
West Gear,1128299,23-07-2021,July,West,Oregon,Portland, Women Apparel,In-store,105.00,600,63000,3%,1890.00
West Gear,1128299,24-08-2021,August,West,Oregon,Portland,Men Street Footwear,In-store,90.00,800,72000,4%,2520.00
West Gear,1128299,24-08-2021,August,West,Oregon,Portland,Men Athletic Footwear,In-store,80.00,775,62000,4%,2170.00
West Gear,1128299,24-08-2021,August,West,Oregon,Portland, Women Street Footwear,In-store,70.00,650,45500,4%,1592.50
West Gear,1128299,24-08-2021,August,West,Oregon,Portland, Women Athletic Footwear,In-store,70.00,425,29750,4%,1041.25
West Gear,1128299,24-08-2021,August,West,Oregon,Portland,Men Apparel,In-store,70.00,425,29750,4%,1190.00
West Gear,1128299,24-08-2021,August,West,Oregon,Portland, Women Apparel,In-store,75.00,250,18750,3%,562.50
West Gear,1128299,25-09-2021,September,West,Oregon,Portland,Men Street Footwear,In-store,50.00,450,22500,4%,787.50
West Gear,1128299,25-09-2021,September,West,Oregon,Portland,Men Athletic Footwear,In-store,55.00,450,24750,4%,866.25
West Gear,1128299,25-09-2021,September,West,Oregon,Portland, Women Street Footwear,In-store,50.00,250,12500,4%,437.50
West Gear,1128299,25-09-2021,September,West,Oregon,Portland, Women Athletic Footwear,In-store,50.00,200,10000,4%,350.00
West Gear,1128299,25-09-2021,September,West,Oregon,Portland,Men Apparel,In-store,60.00,225,13500,4%,540.00
West Gear,1128299,25-09-2021,September,West,Oregon,Portland, Women Apparel,In-store,45.00,250,11250,3%,337.50
West Gear,1128299,24-10-2021,October,West,Oregon,Portland,Men Street Footwear,In-store,40.00,350,14000,4%,490.00
West Gear,1128299,24-10-2021,October,West,Oregon,Portland,Men Athletic Footwear,In-store,55.00,525,28875,4%,1010.63
West Gear,1128299,24-10-2021,October,West,Oregon,Portland, Women Street Footwear,In-store,50.00,350,17500,4%,612.50
West Gear,1128299,24-10-2021,October,West,Oregon,Portland, Women Athletic Footwear,In-store,45.00,325,14625,4%,511.88
West Gear,1128299,24-10-2021,October,West,Oregon,Portland,Men Apparel,In-store,55.00,300,16500,4%,660.00
West Gear,1128299,24-10-2021,October,West,Oregon,Portland, Women Apparel,In-store,60.00,350,21000,3%,630.00
West Gear,1128299,24-11-2021,November,West,Oregon,Portland,Men Street Footwear,In-store,45.00,575,25875,4%,905.63
West Gear,1128299,24-11-2021,November,West,Oregon,Portland,Men Athletic Footwear,In-store,50.00,650,32500,4%,1137.50
West Gear,1128299,24-11-2021,November,West,Oregon,Portland, Women Street Footwear,In-store,45.00,475,21375,4%,748.13
West Gear,1128299,24-11-2021,November,West,Oregon,Portland, Women Athletic Footwear,In-store,55.00,450,24750,4%,866.25
West Gear,1128299,24-11-2021,November,West,Oregon,Portland,Men Apparel,In-store,75.00,425,31875,4%,1275.00
West Gear,1128299,24-11-2021,November,West,Oregon,Portland, Women Apparel,In-store,80.00,550,44000,3%,1320.00
West Gear,1128299,23-12-2021,December,West,Oregon,Portland,Men Street Footwear,In-store,65.00,750,48750,4%,1706.25
West Gear,1128299,23-12-2021,December,West,Oregon,Portland,Men Athletic Footwear,In-store,75.00,750,56250,4%,1968.75
West Gear,1128299,23-12-2021,December,West,Oregon,Portland, Women Street Footwear,In-store,70.00,550,38500,4%,1347.50
West Gear,1128299,23-12-2021,December,West,Oregon,Portland, Women Athletic Footwear,In-store,70.00,550,38500,4%,1347.50
West Gear,1128299,23-12-2021,December,West,Oregon,Portland,Men Apparel,In-store,80.00,475,38000,4%,1520.00
West Gear,1128299,23-12-2021,December,West,Oregon,Portland, Women Apparel,In-store,85.00,575,48875,3%,1466.25
West Gear,1128299,17-01-2021,January,West,Oregon,Portland,Men Street Footwear,In-store,35.00,400,14000,4%,560.00
West Gear,1128299,17-01-2021,January,West,Oregon,Portland,Men Athletic Footwear,In-store,45.00,400,18000,4%,720.00
West Gear,1128299,17-01-2021,January,West,Oregon,Portland, Women Street Footwear,In-store,45.00,400,18000,4%,720.00
West Gear,1128299,17-01-2021,January,West,Oregon,Portland, Women Athletic Footwear,In-store,45.00,250,11250,4%,450.00
West Gear,1128299,17-01-2021,January,West,Oregon,Portland,Men Apparel,In-store,50.00,200,10000,5%,450.00
West Gear,1128299,17-01-2021,January,West,Oregon,Portland, Women Apparel,In-store,45.00,450,20250,4%,708.75
West Gear,1128299,17-02-2021,February,West,Oregon,Portland,Men Street Footwear,In-store,35.00,500,17500,4%,700.00
West Gear,1128299,17-02-2021,February,West,Oregon,Portland,Men Athletic Footwear,In-store,45.00,400,18000,4%,720.00
West Gear,1128299,17-02-2021,February,West,Oregon,Portland, Women Street Footwear,In-store,45.00,400,18000,4%,720.00
West Gear,1128299,17-02-2021,February,South,Louisiana,New Orleans, Women Athletic Footwear,In-store,45.00,250,11250,4%,450.00
West Gear,1128299,17-02-2021,February,South,Louisiana,New Orleans,Men Apparel,In-store,50.00,175,8750,5%,393.75
West Gear,1128299,17-02-2021,February,South,Louisiana,New Orleans, Women Apparel,In-store,45.00,375,16875,4%,590.63
West Gear,1128299,16-03-2021,March,South,Louisiana,New Orleans,Men Street Footwear,In-store,45.00,525,23625,4%,945.00
West Gear,1128299,16-03-2021,March,South,Louisiana,New Orleans,Men Athletic Footwear,In-store,55.00,375,20625,4%,825.00
West Gear,1128299,16-03-2021,March,South,Louisiana,New Orleans, Women Street Footwear,In-store,60.00,400,24000,4%,960.00
West Gear,1128299,16-03-2021,March,South,Louisiana,New Orleans, Women Athletic Footwear,In-store,55.00,300,16500,4%,660.00
West Gear,1128299,16-03-2021,March,South,Louisiana,New Orleans,Men Apparel,In-store,60.00,150,9000,5%,405.00
West Gear,1128299,16-03-2021,March,South,Louisiana,New Orleans, Women Apparel,In-store,45.00,350,15750,4%,551.25
West Gear,1128299,17-04-2021,April,South,Louisiana,New Orleans,Men Street Footwear,In-store,50.00,525,26250,4%,1050.00
West Gear,1128299,17-04-2021,April,South,Louisiana,New Orleans,Men Athletic Footwear,In-store,55.00,325,17875,4%,715.00
West Gear,1128299,17-04-2021,April,South,Louisiana,New Orleans, Women Street Footwear,In-store,55.00,375,20625,4%,825.00
West Gear,1128299,17-04-2021,April,South,Louisiana,New Orleans, Women Athletic Footwear,In-store,40.00,275,11000,4%,440.00
West Gear,1128299,17-04-2021,April,South,Louisiana,New Orleans,Men Apparel,In-store,45.00,175,7875,5%,354.38
West Gear,1128299,17-04-2021,April,South,Louisiana,New Orleans, Women Apparel,In-store,60.00,350,21000,4%,735.00
West Gear,1128299,18-05-2021,May,South,Louisiana,New Orleans,Men Street Footwear,In-store,45.00,550,24750,4%,990.00
West Gear,1128299,18-05-2021,May,South,Louisiana,New Orleans,Men Athletic Footwear,In-store,50.00,400,20000,4%,800.00
West Gear,1128299,18-05-2021,May,South,Louisiana,New Orleans, Women Street Footwear,In-store,50.00,400,20000,4%,800.00
West Gear,1128299,18-05-2021,May,South,Louisiana,New Orleans, Women Athletic Footwear,In-store,45.00,325,14625,4%,585.00
West Gear,1128299,18-05-2021,May,South,Louisiana,New Orleans,Men Apparel,In-store,40.00,225,9000,5%,405.00
West Gear,1128299,18-05-2021,May,South,Louisiana,New Orleans, Women Apparel,Online,65.00,575,37375,4%,1308.13
West Gear,1128299,17-06-2021,June,South,Louisiana,New Orleans,Men Street Footwear,Online,60.00,825,49500,4%,1980.00
West Gear,1128299,17-06-2021,June,South,Louisiana,New Orleans,Men Athletic Footwear,Online,70.00,700,49000,4%,1960.00
West Gear,1128299,17-06-2021,June,South,Louisiana,New Orleans, Women Street Footwear,Online,85.00,700,59500,4%,2380.00
West Gear,1128299,17-06-2021,June,South,Louisiana,New Orleans, Women Athletic Footwear,Online,85.00,575,48875,4%,1955.00
West Gear,1128299,17-06-2021,June,South,Louisiana,New Orleans,Men Apparel,Online,95.00,450,42750,5%,1923.75
West Gear,1128299,17-06-2021,June,South,Louisiana,New Orleans, Women Apparel,Online,110.00,750,82500,4%,2887.50
West Gear,1128299,16-07-2021,July,South,Louisiana,New Orleans,Men Street Footwear,Online,90.00,900,81000,4%,3240.00
West Gear,1128299,16-07-2021,July,South,Louisiana,New Orleans,Men Athletic Footwear,Online,95.00,750,71250,4%,2850.00
West Gear,1128299,16-07-2021,July,South,Louisiana,New Orleans, Women Street Footwear,Online,95.00,700,66500,4%,2660.00
West Gear,1128299,16-07-2021,July,South,Louisiana,New Orleans, Women Athletic Footwear,Online,90.00,600,54000,4%,2160.00
West Gear,1128299,16-07-2021,July,South,Louisiana,New Orleans,Men Apparel,Online,95.00,650,61750,5%,2778.75
West Gear,1128299,16-07-2021,July,South,Louisiana,New Orleans, Women Apparel,Online,110.00,650,71500,4%,2502.50
West Gear,1128299,17-08-2021,August,South,Louisiana,New Orleans,Men Street Footwear,Online,95.00,850,80750,4%,3230.00
West Gear,1128299,17-08-2021,August,South,Louisiana,New Orleans,Men Athletic Footwear,Online,85.00,825,70125,4%,2805.00
West Gear,1128299,17-08-2021,August,South,Louisiana,New Orleans, Women Street Footwear,Online,75.00,700,52500,4%,2100.00
West Gear,1128299,17-08-2021,August,South,Louisiana,New Orleans, Women Athletic Footwear,Online,75.00,475,35625,4%,1425.00
West Gear,1128299,17-08-2021,August,South,Louisiana,New Orleans,Men Apparel,Online,65.00,475,30875,5%,1389.38
West Gear,1128299,17-08-2021,August,South,Louisiana,New Orleans, Women Apparel,Online,70.00,300,21000,4%,735.00
West Gear,1128299,18-09-2021,September,South,Louisiana,New Orleans,Men Street Footwear,Online,45.00,500,22500,4%,900.00
West Gear,1128299,18-09-2021,September,South,Louisiana,New Orleans,Men Athletic Footwear,Online,50.00,500,25000,4%,1000.00
West Gear,1128299,18-09-2021,September,South,Louisiana,New Orleans, Women Street Footwear,Online,45.00,300,13500,4%,540.00
West Gear,1128299,18-09-2021,September,South,Louisiana,New Orleans, Women Athletic Footwear,Online,45.00,250,11250,4%,450.00
West Gear,1128299,18-09-2021,September,South,Louisiana,New Orleans,Men Apparel,Online,55.00,275,15125,5%,680.63
West Gear,1128299,18-09-2021,September,South,Louisiana,New Orleans, Women Apparel,Online,40.00,300,12000,4%,420.00
West Gear,1128299,17-10-2021,October,South,Louisiana,New Orleans,Men Street Footwear,Online,35.00,400,14000,4%,560.00
West Gear,1128299,17-10-2021,October,South,Louisiana,New Orleans,Men Athletic Footwear,Online,50.00,575,28750,4%,1150.00
West Gear,1128299,17-10-2021,October,South,Louisiana,New Orleans, Women Street Footwear,Online,45.00,400,18000,4%,720.00
West Gear,1128299,17-10-2021,October,South,Louisiana,New Orleans, Women Athletic Footwear,Online,40.00,375,15000,4%,600.00
West Gear,1128299,17-10-2021,October,South,Louisiana,New Orleans,Men Apparel,Online,50.00,350,17500,5%,787.50
West Gear,1128299,17-10-2021,October,South,Louisiana,New Orleans, Women Apparel,Online,55.00,400,22000,4%,770.00
West Gear,1128299,17-11-2021,November,South,Louisiana,New Orleans,Men Street Footwear,Online,40.00,625,25000,4%,1000.00
West Gear,1128299,17-11-2021,November,South,Louisiana,New Orleans,Men Athletic Footwear,Online,45.00,700,31500,4%,1260.00
West Gear,1128299,17-11-2021,November,South,Louisiana,New Orleans, Women Street Footwear,Online,40.00,525,21000,4%,840.00
West Gear,1128299,17-11-2021,November,South,Louisiana,New Orleans, Women Athletic Footwear,Online,50.00,500,25000,4%,1000.00
West Gear,1128299,17-11-2021,November,South,Louisiana,New Orleans,Men Apparel,Online,70.00,475,33250,5%,1496.25
West Gear,1128299,17-11-2021,November,South,Louisiana,New Orleans, Women Apparel,Online,85.00,600,51000,4%,1785.00
West Gear,1128299,16-12-2021,December,South,Louisiana,New Orleans,Men Street Footwear,Online,70.00,800,56000,4%,2240.00
West Gear,1128299,16-12-2021,December,South,Louisiana,New Orleans,Men Athletic Footwear,Online,80.00,800,64000,4%,2560.00
Foot Locker,1128299,16-12-2021,December,South,Louisiana,New Orleans, Women Street Footwear,Online,75.00,600,45000,4%,1800.00
Foot Locker,1128299,16-12-2021,December,South,Louisiana,New Orleans, Women Athletic Footwear,Online,75.00,600,45000,4%,1800.00
Foot Locker,1128299,16-12-2021,December,South,Louisiana,New Orleans,Men Apparel,Online,85.00,525,44625,5%,2008.13
Foot Locker,1128299,16-12-2021,December,South,Louisiana,New Orleans, Women Apparel,Online,90.00,625,56250,4%,1968.75
Foot Locker,1197831,05-01-2021,January,South,Louisiana,New Orleans,Men Street Footwear,Online,20.00,675,13500,3%,405.00
Foot Locker,1197831,05-01-2021,January,South,Louisiana,New Orleans,Men Athletic Footwear,Online,30.00,675,20250,3%,607.50
